"","team_id","name","tag"
"1532",2845282,"YeLuZ","YLZ"
"1533",780202,"Maruchan","MC"
"1534",2930884,"GarudaMon","GMS"
"1535",2916271,"Cilukba",""
"1536",1805039,"BIRAK","BIRAK"
"1537",1375633,"FLAG TEST","ZL"
"1538",2757607,"Team Rising Starz","RS"
"1539",3741946,"VEGAS","VG"
"1540",2854119,"Chup re Otye...","cRo"
"1541",2288477,"Mars God","MG"
"1542",2099436,"Team Redemption`","Tr"
"1543",1907726,"Team {A}nonymous","{A}"
"1544",2649105,"cq.hpf","hpf"
"1545",2469330,"Dota Guide Indonesia - EZ","DGI"
"1546",2910143,"ComeBack","CBK"
"1547",3819861,"Biohazard","Bio"
"1548",2642671,"Recovery Position","RP"
"1549",2845819,"Bot Gaming - Five Bots","Bot"
"1550",798967,"Immortal Hunters","I.H"
"1551",1790099,"Pit Lord Meta","PLM"
"1552",2154489,"Yakuza!","yKz"
"1553",3722485,"B)ears","B)"
"1554",3339073,"Golden Horde Reborn","GHR"
"1555",2360829,"Quick Time","QT"
"1556",1809199,"Alpha-eSports","ALPHA"
"1557",2099268,"Standin 5","s5"
"1558",3623669,"The Last Spartans","TLS"
"1559",2830967,"EternityX Dota2","ENX"
"1560",1841128,"Gigabyte G-1","Gigabyte"
"1561",1481391,"Techno Tinkers","TT"
"1562",3323378,"Tangerine","Tangerine"
"1563",3781533,"Corgi in a Team","Ciat"
"1564",3032298,"Sugiono Trump","KNTL"
"1565",2297977,"Laskar Jangkrik","Jangkrik"
"1566",1038296,"Ya In Gang","YIG"
"1567",3262512,"ThePrime.NND","TP.NND"
"1568",2304055,"Dreams-to-Reality","DTR"
"1569",2791077,"",""
"1570",776423,"TRee NewbI","TNB"
"1571",2822149,"S1mple Guys","SG"
"1572",2938636,"TKD.Young","Young"
"1573",676499,"HOT HANDS HAND WARMERS","HOTHANDS"
"1574",2651866,"Seribu Sungai","Srs"
"1575",2822472,"Team OWNAGE.","OWNAGE."
"1576",260085,"U.5","U.5"
"1577",2849320,"So Far So Good Reborn","SFSOG-R"
"1578",3150095,"The Mercenaries","TM"
"1579",3516694,"s1 Lykos","s1 Lykos"
"1580",1312775,"CIS-Game","CIS"
"1581",3746695,"Romaria Boyz","RMB"
"1582",2718888,"Vadyan Sysoev+4","Sysa+4"
"1583",1736680,"Return Of The Empire","ROE"
"1584",11,"AEONSports","AEON"
"1585",1170473,"VolcaniaGaming","Volcania"
"1586",3743790,"Emim","Emim"
"1587",2246141,"Team Alternate Attax","ATN"
"1588",2934622,"Wolf Pack","WOLF"
"1589",1964517,"FanYYYC","YFCY"
"1590",2204559,"Pollywogs","PWGS"
"1591",3746486,"Arauj HARAS","HARAS"
"1592",350190,"Fnatic","Fnatic"
"1593",3335901,"",""
"1594",2006913,"Vega Squadron","Vega"
"1595",3691991,"Hard Question","HQ"
"1596",2927480,"Xtreme Furious Gaming ",""
"1597",2800043,"Team SeeD^","SeeD^"
"1598",2581752,"Make.Dream","mD"
"1599",2674713,"San German Rejects","SGr"
"1600",1971815,"Surekh Gaming!!!","sG"
"1601",3855496,"FRICTION E-Sport","FRCT"
"1602",2038409,"The One Pis!","TOP!"
"1603",2581425,"LoversGaben","LG"
"1604",2906481,"Avalon.Inspired","Avalon.I"
"1605",2538621,"FTD club a","FTD.A"
"1606",2721386,"DotaVizardZZ","DVZ~"
"1607",1025875,"Team Unite Dota2","Unite"
"1608",2049038,"BEEKDEEK","BD"
"1609",3617376,"MGS_PANDORA E-Sport","MGS.PND"
"1610",1869017,"Victorious- Secret","VS"
"1611",2100741,"START GAME LAN CENTER","START GAME"
"1612",2015362,"OIL COLOR","fishboat"
"1613",254140,"First Departure","FD"
"1614",1810136,"Bened + 5","b5+"
"1615",1943904,"Butter Fly ~","Fly"
"1616",2890350,"ShadowGamerz","SG"
"1617",3513578,"Critical Elyssium ","C.Elyssium"
"1618",1549365,"Naix Gondar","NG"
"1619",3265632,"PondokGaming","PG"
"1620",1556372,"FishLordHowe","FLH"
"1621",1680691,"LimiTlesS","LimiTlesS"
"1622",2842143,"HotShots","HS^-"
"1623",2860414,"","TRG"
"1624",3515,"euforia","eu4ia"
"1625",3286764,"We Are Not Team","W.A.N.T"
"1626",1773539,"Battle Zone-","Bz"
"1627",2674663,"Geass Team","Geass"
"1628",2917200,"Seven Gaming","G7"
"1629",39,"Evil Geniuses","EG"
"1630",3320817,"DilecomTeam","DilecomT"
"1631",2899313,"SMOKE TEAM","ST"
"1632",769603,"FINSTACK","FINSTACK"
"1633",1541070,"Valkyri3","Valkyri3"
"1634",2526876,"GaoGaoGaming","GGG"
"1635",1221481,"","Solo"
"1636",2646608,"E-HomeOP","E-HomeOP"
"1637",2814772,"GreatDeeck","GD"
"1638",1816451,"Gigabyte - DoA","DoA"
"1639",2548750,"BlameTV.Ozone","BO"
"1640",2724538,"CitraCLub","CC"
"1641",3737715,"Signature.Dota2","Signature"
"1642",3154844,"Tron.Net","TRON.Net"
"1643",3581614,"8000","8000"
"1644",3893698,"Team Hore","Team.Hore"
"1645",15,"LGD-GAMING","LGD"
"1646",1025734,"LUCCINI GAM1NG","Luccini"
"1647",1481943,"~Shadows of the Past~","SP"
"1648",3338817,"Moscow Gaming","[RU]"
"1649",3321481,"Team LINE","L!n3||"
"1650",1854651,"Grey crown","Gc"
"1651",1993193,"Game Stuff","GS"
"1652",2686160,"Time Limit Draft",""
"1653",422079,"Meenix eSports","Meenix"
"1654",2899426,"BOD","BOD."
"1655",1133086,"Lo']['eM","LoTem"
"1656",3792399,"Batara Gaming",""
"1657",2847125,"Numot FanGAYS","NFG"
"1658",1089897,"My Horse is Amazing!!!","HORSE228"
"1659",26,"mousesports","mouz"
"1660",2689801,"Nas Ne Dogonyat","NND"
"1661",3262148,"BANYUWANGI WOLVES","BW"
"1662",3334062,"NoLifer5.Reborn","NL5.R"
"1663",3210601,"NeMeSiS","Nsis"
"1664",2970447,"FXGaming","FX"
"1665",1965432,"IV-XX","IV-XX"
"1666",3019048,"Hans Singalong","HPG.S"
"1667",2659468,"Team Bazaar","Bazaar"
"1668",378160,"P3M4L4S","PMS"
"1669",3414627,"Hordelicious","Hdelicious"
"1670",2895170,"Flawless Legends","FL"
"1671",2413439,"Team SatuDuaTiga","123"
"1672",157818,"Sad_Gaming","SadG"
"1673",680763,"Koroks Girth","#STEVEN"
"1674",5838,"Dota Pop","Dpop"
"1675",21,"zNation","zNation"
"1676",1236083,"FelMysT","FelMysT"
"1677",708206,"DAGGER-GAMING","/)"
"1678",2850054,"Name IN PROGRESS","NIP"
"1679",2607363,"No Ban CK","NBCK"
"1680",2826226,"Hard to See ","HTS"
"1681",2848978,"Views 6","666"
"1682",3551323,"swallow your pride","syp"
"1683",1425274,"Weaboos United","WEABOO"
"1684",1857833,"KomandaMinus","K-"
"1685",705015,"Chunwuliao","CWL"
"1686",1277104,"Nvidia.ArrowGaming.AVF","Arrow"
"1687",1090320,"Alpha Team.","Alpha"
"1688",3760844,"Team Rocket","RCKT"
"1689",3516662,"Evil Geniuses","EG"
"1690",2923671,"KNIGHTS OF ILLUMINATION","KoI"
"1691",1303502,"SuperEbolacAncer","SEA"
"1692",2085541,"Team D-Company [REVOLUTION]","DC"
"1693",2627379,"Play Hard Player","PHP"
"1694",3156594,"aSessinns Gaming","aG"
"1695",5,"Invictus Gaming","iG"
"1696",2073473,"FOO.GAMING","FG"
"1697",2834942,"TeamTopKek","TeamKEK"
"1698",367492,"Revenge-","RvG"
"1699",2524482,"GEMBEL GAMING","GG"
"1700",3480045,"Jevuzca","Jvz"
"1701",2767311,"DagestanCyberPower","DCP"
"1702",2582608,"Vanguard Core","VCo"
"1703",486667,"Majestic e-Sports","Majestic"
"1704",2016525,"Inverse TW","Inverse"
"1705",1996833,"TuNiSiA","TuN"
"1706",3687833,"SKY","SKY"
"1707",2916729,"KZL","KZL"
"1708",3350307,"™.v3s","™.v3s"
"1709",142,"Team Dignitas","dignitas"
"1710",33885,"Ghosts`","Ghost"
"1711",2897409,"Troll2Win","T2W"
"1712",2757184,"Just_ForFun","JFF"
"1713",1297984,"Vhoul Assassins","Vhoul"
"1714",3100469,"Team kKs","kKs"
"1715",2913514,"Mosnter Gaming","MG"
"1716",323008,"WORLD STAR HIP HOP","WORLD*"
"1717",1883502,"Virtus.pro","VP"
"1718",3745160,"Absentia Belli","AbBel"
"1719",874932,"_Komanda_5","K5"
"1720",3621413,"TEAMFOUNTAIN","TF"
"1721",2184710,"Monib Baray","mB"
"1722",2897202,"NEPHILIMsss","Nephs"
"1723",1473227,"DonDs.The{D}Givers","DDTDG"
"1724",2921284,"FML","FML"
"1725",1824413,"1ManTeam","1mT"
"1726",3852443,"ANDTeam","ANDT"
"1727",960081,"ZERO RESPECT !","0RESPECT"
"1728",2621117,"Rush Gamehouse","Rush-GH"
"1729",3343420,"The Prime Shine","T P S"
"1730",2602265,"Seven Gaming","G7"
"1731",3477208,"Midas Club Elite","Midas"
"1732",3324533,"LEAF SHINOBI","LEAF SHIN"
"1733",2814991,"boomloomdoom","bld"
"1734",3561144,"Ban Sepur Ngunut","#BSN"
"1735",3444994,"THE BUDDY SQUAD",""
"1736",633833,"New Element","NE"
"1737",700779,"The House is Down.","THD"
"1738",1307991,"TEAM DEVIL","DEVILS"
"1739",2477859,"AJ","Aj"
"1740",2824034,"PolyKIngs","Pkings"
"1741",1848158,"LV-Gaming","Lv"
"1742",826237,"Team Aspera.","aSpera"
"1743",2562907,"TEAM.KAZAKHSTAN","RK"
"1744",3332745,"Sabun E-Sport Redbull","Sabun"
"1745",1798457,"DeaD men's","@Dm"
"1746",3625645,"Bunga Melati","BMG"
"1747",2011288,"""Team Umbrella""","Umbrella"
"1748",3625157,"Peas and Carrots","PaC"
"1749",1245961,"ZephyrDota","Zephyr"
"1750",2249195,"noname team.","noname.t"
"1751",2230029,"Beyond Godlike 5","B.G"
"1752",3686302,"TEAM TAI","TAI "
"1753",2585855,"Chinonet.com","C-net"
"1754",2396744,"AudioGanj","AG"
"1755",1309691,"GET OUTS","G.O"
"1756",2559655,"4Hate","4H"
"1757",3333433,"",""
"1758",1428234,"AVANT GARDE: OCE","Av.au"
"1759",2574856,"Brunella Gaming","BG"
"1760",2350559,"UNKNOWN #####","unknown"
"1761",3337906,"UC  REBORN","uC.!"
"1762",2473612,"Varro.ROGnet","VARRO"
"1763",3547682,"Team VGJ","VGJ"
"1764",3355431,"EvolutionGaming","EvolutionG"
"1765",2662139,"Mineski Malaysia","Mski MY"
"1766",2677110,"Wu Jie","Wu.J"
"1767",1942685,"Together We Did It","TWDi"
"1768",1342689,"Swin Squad","Swin S"
"1769",2856589,"Valkyrie eSports","Valkyrie"
"1770",2895345,"Infamus ","infamus"
"1771",1884658,"",""
"1772",2902534,"Panda Gaming","PANDA"
"1773",2632277,"Pichau Arena","Pichau"
"1774",3324612,"Chup Re Otye","CRO"
"1775",2718418,"Pro Wanna Be","PWB"
"1776",2924492,"StormRage","StormRage"
"1777",2521184,"Paz","Paz"
"1778",3745988,"BG Army","BG"
"1779",2879076,"Mind Body & Soul","MB & S"
"1780",1946225,"NewWinner","Nww"
"1781",3317586,"The Core Alphas","TCA"
"1782",3700503,"loda gaming ",""
"1783",3774904,"Team Inspire d","iT"
"1784",3264781,"Stay Calm And Rape","SCAR"
"1785",1672671,"SuZhou Professional KengBi","SPK"
"1786",3325252,"TEAM MAX","MAX"
"1787",3261352,"Team IITM","IITM"
"1788",3100406,"VirusGeneration","Virus"
"1789",992815,"MVP HOTSIX","MVP"
"1790",2293648,"EvilNine Esport","e9"
"1791",2429026,"MeowMeow<3","MeowMeow"
"1792",3325398,"",""
"1793",2847967,"-25MMR","-25MMR"
"1794",1760771,"Furious Gaming","FG"
"1795",2607096,"AHOJAHOJ2","AHOJ"
"1796",2906027,"InterVentus","IV"
"1797",3329893,"DTT GAMING","DTT"
"1798",2723475,"LEVEL21","Level21"
"1799",3096793,"BeFree","B3"
"1800",2469050,"Team Blackshift","Blackshift"
"1801",3321494,"Stray Dogs","SD."
"1802",1947079,"The.Wolf.pack","WP"
"1803",1664586,"chase_1st.","chase"
"1804",3384304,"Ex-Supernova","Spnv"
"1805",1515810,"Lux Legio","L2"
"1806",2697725,"sosateli HUEV","SH"
"1807",544957,"NO INVOKERS","NIV"
"1808",3687659,"Citra Gaming","CG"
"1809",3047449,"SAND KING","SD"
"1810",2970441,"Faith ","1233"
"1811",1967794,"Will dry you","WDY"
"1812",2660436,"Satria Pride","SPRIDE"
"1813",1283482,"Scythe.SG-","SCYTHE"
"1814",2702129,"PENTA Sports","PENTA"
"1815",2598034,"Kraken E-Sport","Kraken"
"1816",3747558,"NoTricks","NT"
"1817",3513460,"END","END"
"1818",2880264,"Bikini Bottom"," "
"1819",2701735,"Strength Plus Gaming","SPG"
"1820",2831543,"Ultimatum Gamers","UG"
"1821",2557977,"IndomieAU","Indomie"
"1822",2711460,"[G]-F0rce","[G]-F"
"1823",2243650,"EHOME.K","EHOME.K"
"1824",1589322,"Terror blade !!","TB"
"1825",1770259,"PogChamp","PogChamp"
"1826",867556,"EternaLEnVy's disciples","EED"
"1827",2822304,"Team Arcsaber","Arcsaber"
"1828",3689321,"Infamous.Black","Infamous.B"
"1829",2888615,"Xenim",""
"1830",3156681,"GRAVITY FALLS","G_F"
"1831",3724222,"Team Red","Red"
"1832",940183,"Lion Soul","LS"
"1833",2435283,"The Paradox Team","TPT"
"1834",2581813,"Execration","XctN"
"1835",3889821,"KC Rooster","KC"
"1836",2739170,"NA STARY KOLENA","OLD"
"1837",1592513,"The Brother Of Forever","TBOF"
"1838",2095771,"feralpina.DuniaGames","feralpina"
"1839",2413370,"Senpai brotherhood","Senpai"
"1840",2788336,"4Vikings+Dane","4vd"
"1841",111265,"LucidLunatics","LL"
"1842",2908251,"Mahameru   ",""
"1843",757788,"DoTT","DoTT"
"1844",2555665,"Archon Dota","Archon"
"1845",1540801,"FlFA","FIFA"
"1846",2863833,"Team Bankai","TB"
"1847",3478132,"Team Dotamaster & Disciples","TDD"
"1848",2840440,"Death Hammer","dH"
"1849",2827243,"Invisible Wings","iWings"
"1850",2283526,"[D]ark Rises","[D]ark"
"1851",2878192,"Swarm","SWARM"
"1852",2118290,"Team KoKo Gaming","KoKo"
"1853",2837183,"Dragon Slayerzzz","Dragneel"
"1854",2770071,"myR.IND","myR"
"1855",1477756,"ViolentGaming.","violent"
"1856",3356967,"Heisenberg","HS"
"1857",2921910,"Late Night Gamers","LNG"
"1858",2797460,"Killer Instinct X","KI"
"1859",2183340,"Springfield Esports","SPR"
"1860",3323460,"Nub Squad","N5"
"1861",2278738,"Nel Goons","GOONS"
"1862",2463300,"KokiNet.","Lord"
"1863",1232509,"Last Ominous","[L.O]"
"1864",1675006,"[Fake]","Fk"
"1865",2897653,"Hans Misery","HPG.M"
"1866",2633249,"Panda in love","Panda.i.L"
"1867",2920874,"GGWP Boiz ","GBIZ"
"1868",2685005,"TeamTiltTrain","8=D~"
"1869",2783891,"UtarMyCho1ce","UTAR"
"1870",2923316,"ScAndaLOus  AssAsins","SA|"
"1871",2374819,"V1xen eSports Club","V1xen"
"1872",484909,"Hyper Glory Team","HGT"
"1873",2310555,"DrinkingBoys","DKB"
"1874",2241965,"Killing Is My Business","KmB"
"1875",2897338,"XR","XR"
"1876",2522510,"'Syncronize-","'Sync"
"1877",1905635,"INTZ e-Sports","INTZ"
"1878",2268697,"dile.com","D.c"
"1879",3413002,"EmpireZ eSports","EmpireZ"
"1880",1970096,"Team Anon Fives","TAF"
"1881",2687650,"Monster Pc Gaming","MPG"
"1882",2890277,"Juke's On You","Juker-|"
"1883",3517281,"GEGE END","GGN"
"1884",3587592,"Team Hero13","H13"
"1885",2171858,"Tards'","[TD]"
"1886",2052902,"Extraordinary-Team","Ex-T"
"1887",3317685,"ALL COME HERE","AcH"
"1888",2921429,"wolfrick gaming ","WG"
"1889",1381402,"VulpesQu","VQ"
"1890",3511018,"HardCore X","Hc-X"
"1891",2578799,"Ovelon",""
"1892",3320606,"Vision Gaming Reborn","VGR"
"1893",3629981,"Athletico","Athletico"
"1894",2209062,"TrackMate.TRIC","TM8"
"1895",2569602,"FRANKSTERSs","PR."
"1896",1961734,"ROAL","ROAL"
"1897",2848018,"SyIvanas","SYLVANAS"
"1898",3702845,"80085 <3","80085"
"1899",3099617,"UjangGAMING","Pioneers"
"1900",2556678,"G0d Bless","GB"
"1901",3152876,"Virtual Reality","Virt"
"1902",512489,"..Game..Of..Throws..","GoT"
"1903",3627324,"FRATERNITY","Fraternity"
"1904",2760732,"",""
"1905",1464407,"Immunity Dota","iM"
"1906",2844080,"TEAM LOLICON","LOLI"
"1907",2612022,"THE OUTSTANDING","OST"
"1908",2526472,"$5JuNGz$","$5JuNGz$"
"1909",2117001,"Skyville <3","Skyville"
"1910",2890909,"Isurus Gaming HyperX","ISG"
"1911",1572743,"King of Pigeon","KoP"
"1912",1318509,"Tiken +4 virgins","Tiken+4"
"1913",1919394,"MyNepal Gaming","MyNG"
"1914",3331852,"Relic Gaming",""
"1915",2208432,"no broodmama","NBM"
"1916",3471400,"TEAM KENANGAN","KENANGAN"
"1917",2790329,"Team Optix","OpTx"
"1918",1144241,"No Respeta","NR"
"1919",250096,"ILONKA","ILONKA"
"1920",1953856,"F.uck Me","Fm_"
"1921",3657458,"Instagram","IG"
"1922",3334146,"SquadYOUNGLEX","SY"
"1923",1379666,"TheBlingEmpire","TBE"
"1924",3212911,"Orange Ninja","ON"
"1925",2580190,"Team Romania Nations Cup","RO"
"1926",2755844,"Major Creater","MC"
"1927",3262498,"Tokek Gaming","KGC"
"1928",1378814,"Ing-ing-inG","InG*3"
"1929",3332295,"Friends","Friends"
"1930",2159997,"Sacred Team","Sacred"
"1931",2914499,"MoonLight","ML"
"1932",3574277,"NaoH","NaoH"
"1933",3266239,"Feive eSports","Feive"
"1934",2925984,"",""
"1935",2765221,"Minions","BANana"
"1936",1972856,"NEKO.TEAM.","NE.T"
"1937",3212263,"KAPPA","KP"
"1938",1789281,"Oracle Reborn","Oracle"
"1939",2173259,"Wonder Stag e-Sports","WSE"
"1940",3354045,"Division 1 Cursed Eagle","D1cE"
"1941",2058524,"GodLike^^","GL^^"
"1942",1953038,"Ape Zone","Ape"
"1943",1962542,"oldbird","OB"
"1944",1441092,"Bu Lai Hou Hui","BLHH"
"1945",1730467,"DaiHentai!","DH"
"1946",1778989,"S.B,T","S .B"
"1947",3266024,"",""
"1948",407959,"CrossOverG.","COG"
"1949",753402,"Evil_Bomb","E-bomb"
"1950",2384037,"Agnee","AGN"
"1951",3655584,"Invisible Wings","IW"
"1952",188239,"Orange1","Orange1"
"1953",1434361,"Simple 5.","S5"
"1954",2805159,"KAPPA BOIZz","Kappa"
"1955",3886371,"UG","UG.BO"
"1956",3744849,"AngelaBaby","AngelaBaby"
"1957",2904162,"Team BlackNao","T-BN"
"1958",97215,"neXtPlease! Gaming","neXt!"
"1959",2717255,"FANTOMAS CLUB","fA-AS"
"1960",2564430,"FAFU.y","FAFU"
"1961",2722597,".Averia.","Averia"
"1962",2854942,"MAX.Y","MAX.Y"
"1963",2966341,"TeamForbidden","4Bidden"
"1964",2687319,"doturnira5minut","DT5"
"1965",2548953,"Jaguar Gaming","*JG*"
"1966",3334489,"Ne Rus<U+042C>","NR"
"1967",3756039,"Never Back Always Forward","NBAF"
"1968",2919736,"Mortality Gaming ","MG"
"1969",559227,"Almost Decent","AD"
"1970",3547650,"We Are Handsome","WAH"
"1971",2446959,"Team Nation","Nation"
"1972",2895840,"ROYAL GAMING","ROYAL"
"1973",2715234,"2KILLGAMING","2K"
"1974",3270973,"Grabbit","Cartoon"
"1975",3207070,"Coding Gaming","CG"
"1976",2849454,"WoW No Cure","WoW.NC"
"1977",1380025,"Plantronics Nv","Nv"
"1978",2308925,"J1NCHUUR1K1 Gam1ng","JG"
"1979",3720366,"WanteD","WanteD"
"1980",1817815,"Johnny's Revenge","JR"
"1981",2913446,"TEAM SPECTRE","SPECTRE"
"1982",1879611,"Gool luck","GL"
"1983",2011234,"Basically Unknown","Unknown"
"1984",3763318,"YoungMinds","YM"
"1985",2738555,"Beyond_Infinity","BI"
"1986",2761621,"ToxicGamers","TG"
"1987",515618,"Aprils fool's day","AFD"
"1988",2054580,"hangdianoldman","HDU.OM"
"1989",3322685,"Indian Dota","InDota"
"1990",3852203,"Friction","FRCT"
"1991",2802762,"Bulba.","Bulba."
"1992",2534759,"Lan/Savant","S/L"
"1993",2045703,"king of ball","KOB"
"1994",3353325,"ROAST","ROAST "
"1995",2926884,"Anime","anime"
"1996",2889535,"Team Solid","Solid"
"1997",2845174,"Kung FuP@ndas","LeL-"
"1998",2236401,"Haggu Chand Players","HcP"
"1999",1513561,"StarsBoba.Reborn","SB"
"2000",24,"Trust","Trust"
"2001",767207,"EMqwer","EM"
"2002",3261159,"Maximum Effort ","MxE"
"2003",2055032,"BURDEN SHOW",""
"2004",2761651,"REKT_Hajadla","RKT"
"2005",2338012,"KANISTRA IN ATTACK","STR"
"2006",3157536,"ABKOL","ABK"
"2007",971405,"ComeGetOwned","CGO"
"2008",3412044,"NOVA eSport","NOVA"
"2009",2824381,"Padat Berisi",""
"2010",1762814,"rizeGaming International","RIZE"
"2011",2130812,"Owl Sight","OS"
"2012",1667063,"nxl.GIGABYTE","TEAMnxl>"
"2013",3265212,"1K MMR SCRUBS","1K"
"2014",2293748,"Nepalese With Attitude","N.W.A"
"2015",3155824,"Hai","Hai"
"2016",3626479,"The Return","TR"
"2017",3354117,"Aggressive Gaming","AG"
"2018",1521558,"Team Erase","Erase"
"2019",2857323,"Koi Bhi AaO","Koi BhiAaO"
"2020",1333210,"PetioZnaeNaiDobre","Petakaaa"
"2021",267625,"Diaosi-SAGA","D-SAGA"
"2022",2921257,"InFiNitY GaMer'S","InFiNitY"
"2023",296530,"Dark Seiya Gaming","DsG"
"2024",672504,"Hurricane Festival","HF"
"2025",2568083,"Gallunggung KING CYBER",""
"2026",1268614,"Mysterious##","mystery"
"2027",1514479,"| CheQmate |","cQ"
"2028",2838766,"huanggang lkd","LKD"
"2029",1657506,"WE SCARE THEM","FFX"
"2030",2831142,"Pandawa.BolaNeT","Pandawa"
"2031",3478479,"BOBOGAMING","BOBOGAMING"
"2032",1440293,"Imperium Pro Team","Imperium"
"2033",478090,"Eat Bulaga Dabarkadz","BORYAS"
"2034",2901283,"Team Titan","Titan"
"2035",2622695,"LUCCINI GAMING..","Luccini"
"2036",2621843,"Team. Spirit","TSpirit"
"2037",2343061,"The Balkan Bears","BB"
"2038",2224197,"G Guard Esports","G Guard"
"2039",2883794,"Phoenyx","Phoenyx"
"2040",303008,"The-Net.Com Gaming","TnC"
"2041",2539098,"FTD Club b","FTD.B"
"2042",1302201,"Bravado Emotion","bvd"
"2043",2925965,"Dogshit Dynasty","dogshit"
"2044",1966890,"London Conspiracy Dota2","LC"
"2045",1217455,"T h e S C O U R G E","Scourge"
"2046",1537485,"Disconnect One","DC-ONE"
"2047",2117050,"FURIOUS GAMING","FG"
"2048",3324822,"shkolnuy avtobus","Sa"
"2049",2002380,"Exort GamingF","exort"
"2050",1226701,"Fa/Another","Fa"
"2051",2888228,"Shit Happens","Sh!~"
"2052",2826725,"Reborn Generation.","RebornG"
"2053",2828935,"Team Litedogs","LMDS"
"2054",2398725,"BanChen","Bc"
"2055",3156795,"Team Sabertooth","Sabertooth"
"2056",2263762,"FairPlay Gaming.TB","FP"
"2057",1325243,"Team Phoenix Rising","PHX"
"2058",2134429,"Out of our League.","OL"
"2059",3152402,"The 5Brother","T5B"
"2060",2831883,"Que La Famille","QLF"
"2061",3747568,"NoTricks",""
"2062",2371045,"White Nigga","WNI"
"2063",2673829,"CwGaming","CwG"
"2064",2859105,"Team DileCom","Dilecom"
"2065",2277843,"ICLEN","ICLEN"
"2066",3477268,"infamouze","infamouze"
"2067",3326126,"Team VG.J","VG.J"
"2068",2797646,"Chillon Lacteo","ChiL"
"2069",2858024,"Team Skyfire v2","Skyfire"
"2070",2676800,"AgentiGabena","AGENTI"
"2071",2882819,"BAMBOO BOYS","BB"
"2072",1738085,"B-minor Gaming Style","Bm"
"2073",2765912,"4ayka GG","4ka"
"2074",2520154,"Click E-Sport","Click"
"2075",2054686,"DeamDotaUP","DDUP"
"2076",2289950,"Balrogs e-Sport","Balrogs"
"2077",2769136,"",""
"2078",2235783,"Taco Life","TACO"
"2079",2569139,"iTwelve","iTwelve"
"2080",697585,"savetheworld_cn","Stw"
"2081",1083873,"Fiskestanga","stanga"
"2082",2541038,"PIRESPEIGOD","PPG"
"2083",370775,"Prestige World Wide","Prestige"
"2084",3707302,"Knight's of Ren","Ren"
"2085",2100450,"Awake.RV","Awake"
"2086",1392666,"SPD-GAMING","SPG.CN"
"2087",80,"Mineski HyperX","Mineski"
"2088",3574159,"SAD BOYS ",""
"2089",1951061,"Newbee.Young","Newbee.Y"
"2090",2471926,"Lancenter Mangomarca City","LmG|."
"2091",417628,"Joe Elite Team","J.E.T"
"2092",1401582,"Gents Gaming","GENTS"
"2093",1997451,"Team New Era.","Era"
"2094",2922244,"Eternal Creed","EC"
"2095",2127330,"xant!c","xantic"
"2096",1524279,"Fluffy^^^Bears","Bears"
"2097",1061269,"KINGAO + 4",""
"2098",2790766,"Effect","Effect"
"2099",1065790,"Team Vas'Avi","VA"
"2100",2148108,"Persson","P"
"2101",2255987,"Gloryous","Glory"
"2102",3410005,"One  For  All","OFA"
"2103",3746721,"Cyber Zone E-Sport","CZN"
"2104",1998556,"Wolf brother","WB"
"2105",3726949,"Team FDL","FDL"
"2106",1942710,"Nunchuck Spiders","NunS"
"2107",2639635,"Suicide Play","SP"
"2108",30,"mTw","mTw"
"2109",2300449,"Esto es Guerra OFICIAL","EEG"
"2110",3586479,"Union Power","POWER"
"2111",746253,"Tian Chao","TC"
"2112",570152,"Insidious Gaming Int","iSg.Int"
"2113",2746420,"UC REBORN","UC.RBN"
"2114",1736743,"Elysium!","Elysium"
"2115",2644896,"AGGRESSIVE CYBER GAMING ID","ACG ID"
"2116",2515241,"FalaGGa","FalaGGa"
"2117",2411267,"EejGang","EejGang"
"2118",3550332,"Lava Cheesecake",""
"2119",2677025,"",""
"2120",2892193,"Team Kingmakers","Kingmakers"
"2121",2487615,"S.W.A.G-BOYS!!","SwagB."
"2122",2751690,"Team Exthious","TE"
"2123",3851150,"NoLogic Gaming","NLG"
"2124",2386091,"BBC Barcode","BBC"
"2125",2683230,"Team Richarino","TR"
"2126",965163,"- Accelerate","- Act"
"2127",997150,"Skarmory","SKAR"
"2128",3154728,"Miss Click Gaming","McG"
"2129",1786024,"Phoenix .","Phoenix"
"2130",446935,"NetolicSA","NTL.SA"
"2131",3258149,"CAVALRY","CG"
"2132",2034857,"/blank\","blank"
"2133",1679543,"AffectioN!","AN!"
"2134",2420884,"ELITE PLAYERS","Elite"
"2135",3738230,"TUKANG PUKUL","Cosmic"
"2136",1544907,"No Perrito","Doggie"
"2137",2545047,"Blonde Hard",""
"2138",1529089,"littleBoys","BoysHN"
"2139",3481746,"Gakki",""
"2140",3265083,"Coeg Gaming","CG"
"2141",3515842,"Gold Generation","GG"
"2142",2447557,"EverNova","EN"
"2143",3331735,"Digital Company","DC"
"2144",2410998,"Bichitos NeW","B.NeW"
"2145",2166038,"REKT..","REKT"
"2146",1434155,"AfterGlow Elite","aE"
"2147",1083268,"[L]ittle.Revival","[L]ittle"
"2148",1339401,".MouseHunt Gaming.","MH"
"2149",376560,"Everlast by Gamefilling","Everlast"
"2150",3546686,"CASONA.NET COMPUTER E.I.R.L","CAsoNET."
"2151",1627315,"Regular Dangerous","RD"
"2152",94968,"",""
"2153",1519554,"Team Muhan","Muhan"
